Employee_ID,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD
AIJ-100306,DevOps Engineer,Education,UK,Master,9,0.12,0.79,Yes,211707
AIJ-100307,Blockchain Developer,Technology,Canada,PhD,22,0.84,0.52,No,127103
AIJ-100308,AI Engineer,Manufacturing,Pakistan,Bachelor,20,0.15,0.49,Hybrid,192302
AIJ-100309,Financial Analyst,Manufacturing,UAE,PhD,16,0.66,0.42,Hybrid,46611
AIJ-100310,Cybersecurity Analyst,Healthcare,UK,Master,3,0.12,0.91,Hybrid,105595
AIJ-100311,Cybersecurity Analyst,Technology,Germany,Master,13,0.71,0.22,Hybrid,79561
AIJ-100312,Software Developer,Manufacturing,India,PhD,5,0.49,0.97,Hybrid,42404
AIJ-100313,AI Engineer,Manufacturing,Pakistan,Bachelor,11,0.28,0.35,No,177452
AIJ-100314,Robotics Engineer,Government,UK,PhD,10,0.35,0.76,Hybrid,154232
AIJ-100315,Product Manager,Education,India,Bachelor,0,0.1,0.71,Yes,182943
AIJ-100316,Financial Analyst,Technology,India,Master,11,0.69,0.54,No,131217
AIJ-100317,Business Analyst,Retail,UAE,Master,2,0.8,0.67,Hybrid,67654
AIJ-100318,HR Specialist,Retail,UAE,PhD,7,0.55,0.23,Yes,109165
AIJ-100319,IoT Specialist,Healthcare,Japan,Master,18,0.63,0.22,No,102670
AIJ-100320,Software Developer,Manufacturing,UK,High School,8,0.18,0.56,No,211739
AIJ-100321,UX Designer,Manufacturing,Canada,Master,4,0.33,0.87,Yes,108924
AIJ-100322,Data Scientist,Transportation,Pakistan,Master,22,0.46,0.26,No,64401
AIJ-100323,Robotics Engineer,Finance,Germany,Bachelor,2,0.82,0.31,No,89395
AIJ-100324,Robotics Engineer,Technology,Canada,High School,19,0.16,0.4,Yes,47366
AIJ-100325,Product Manager,Education,Germany,Master,5,0.11,0.85,Hybrid,33665
AIJ-100326,Product Manager,Education,Australia,High School,24,0.37,0.5,No,86170
AIJ-100327,Robotics Engineer,Transportation,Germany,PhD,9,0.15,0.42,No,187388
AIJ-100328,HR Specialist,Healthcare,UK,High School,11,0.16,0.51,Yes,212199
AIJ-100329,UX Designer,Finance,UAE,High School,3,0.91,0.98,No,164064
AIJ-100330,Cybersecurity Analyst,Media,UAE,PhD,6,0.19,0.69,No,55253
AIJ-100331,Data Engineer,Retail,UK,PhD,13,0.45,0.23,Yes,76365
AIJ-100332,Financial Analyst,Retail,Pakistan,High School,0,0.58,0.5,Hybrid,207337
AIJ-100333,Digital Marketer,Education,India,High School,22,0.42,0.24,Yes,94023
AIJ-100334,Cloud Architect,Transportation,Canada,Bachelor,10,0.39,0.51,No,180087
AIJ-100335,Prompt Engineer,Education,Japan,High School,22,0.29,0.43,Hybrid,180345
AIJ-100336,DevOps Engineer,Energy,India,PhD,21,0.44,0.63,Hybrid,82448
AIJ-100337,Robotics Engineer,Energy,Australia,Master,2,0.47,0.39,Hybrid,209649
AIJ-100338,Data Engineer,Energy,Australia,High School,6,0.77,0.45,Yes,157240
AIJ-100339,Financial Analyst,Healthcare,Australia,Bachelor,7,0.83,0.91,Yes,136694
AIJ-100340,DevOps Engineer,Education,UK,High School,5,0.58,0.51,Yes,91849
AIJ-100341,Financial Analyst,Transportation,Pakistan,Master,0,0.92,0.89,Hybrid,67987
AIJ-100342,Cloud Architect,Media,Germany,PhD,12,0.91,0.49,Yes,209633
AIJ-100343,DevOps Engineer,Manufacturing,Australia,High School,5,0.79,0.94,Hybrid,153493
AIJ-100344,Healthcare Analyst,Government,Canada,High School,5,0.05,0.36,Yes,110097
AIJ-100345,Cybersecurity Analyst,Energy,Pakistan,Bachelor,12,0.79,0.83,No,82078
AIJ-100346,Cybersecurity Analyst,Manufacturing,UK,High School,0,0.61,0.67,Hybrid,69125
AIJ-100347,Business Analyst,Energy,UK,PhD,25,0.82,0.67,Yes,104178
AIJ-100348,Prompt Engineer,Energy,Japan,Master,2,0.93,0.51,Yes,85631
AIJ-100349,Software Developer,Media,USA,Bachelor,8,0.32,0.51,Yes,127229
AIJ-100350,Financial Analyst,Energy,India,Master,19,0.93,0.59,No,103662
AIJ-100351,Blockchain Developer,Energy,Canada,PhD,1,0.08,0.41,No,215063
AIJ-100352,HR Specialist,Education,Japan,High School,16,0.51,0.42,Hybrid,203837
AIJ-100353,Blockchain Developer,Transportation,UAE,Master,19,0.8,0.32,Hybrid,51250
AIJ-100354,Teacher,Energy,Canada,PhD,8,0.77,0.79,Yes,173433
AIJ-100355,Teacher,Finance,Pakistan,High School,11,0.44,0.84,Hybrid,111291
AIJ-100356,Digital Marketer,Finance,UAE,High School,9,0.51,0.97,No,207324
AIJ-100357,Product Manager,Healthcare,Singapore,PhD,13,0.09,0.26,Yes,41821
AIJ-100358,Robotics Engineer,Manufacturing,Japan,PhD,24,0.81,0.24,Hybrid,139117
AIJ-100359,Blockchain Developer,Energy,Japan,PhD,9,0.16,0.34,Hybrid,155074
AIJ-100360,Business Analyst,Transportation,UK,Bachelor,13,0.68,0.35,Hybrid,37029
AIJ-100361,Robotics Engineer,Government,Australia,High School,10,0.82,0.66,Yes,82779
AIJ-100362,IoT Specialist,Education,USA,High School,13,0.58,0.68,Hybrid,207908
AIJ-100363,Digital Marketer,Media,Germany,Master,19,0.7,0.57,Hybrid,144848
AIJ-100364,Machine Learning Engineer,Education,UK,PhD,3,0.72,0.73,No,63841
AIJ-100365,Cloud Architect,Media,Germany,PhD,8,0.35,0.29,No,89425
AIJ-100366,Business Analyst,Manufacturing,UK,Master,22,0.51,0.33,No,60948
AIJ-100367,Product Manager,Finance,Canada,Master,11,0.8,0.57,Hybrid,105171
AIJ-100368,Software Developer,Technology,Singapore,High School,2,0.66,0.95,No,146019
AIJ-100369,Robotics Engineer,Manufacturing,Pakistan,High School,8,0.41,0.74,Hybrid,175125
AIJ-100370,Product Manager,Media,India,Bachelor,2,0.4,0.77,Hybrid,63031
AIJ-100371,Product Manager,Manufacturing,Canada,High School,24,0.71,0.86,Hybrid,98093
AIJ-100372,Software Developer,Energy,Singapore,Bachelor,3,0.76,0.76,No,206274
AIJ-100373,Product Manager,Energy,Japan,PhD,8,0.48,0.55,Hybrid,126808
AIJ-100374,Product Manager,Media,Canada,Bachelor,14,0.69,0.3,No,214686
AIJ-100375,Robotics Engineer,Manufacturing,India,Master,15,0.09,0.32,Yes,127377
AIJ-100376,IoT Specialist,Government,India,PhD,10,0.36,0.89,No,139464
AIJ-100377,Healthcare Analyst,Media,USA,PhD,23,0.61,0.51,No,133650
AIJ-100378,Cloud Architect,Media,UK,High School,8,0.73,0.6,Yes,34892
AIJ-100379,Cybersecurity Analyst,Healthcare,Canada,Bachelor,9,0.82,0.45,Yes,97417
AIJ-100380,UX Designer,Energy,Canada,High School,6,0.14,0.31,Yes,114991
AIJ-100381,Digital Marketer,Technology,India,High School,7,0.11,0.22,Hybrid,196079
AIJ-100382,Blockchain Developer,Technology,USA,PhD,19,0.27,0.95,No,175529
AIJ-100383,Cybersecurity Analyst,Energy,Canada,Bachelor,23,0.72,0.64,Hybrid,108810
AIJ-100384,Healthcare Analyst,Technology,UK,High School,19,0.36,0.56,No,187158
AIJ-100385,Teacher,Manufacturing,Australia,Bachelor,24,0.66,0.48,Hybrid,128664
AIJ-100386,AI Engineer,Retail,UAE,Bachelor,0,0.25,0.97,Yes,125158
AIJ-100387,Product Manager,Retail,Germany,High School,22,0.28,0.65,Hybrid,89759
AIJ-100388,IoT Specialist,Manufacturing,Singapore,High School,23,0.3,0.74,Yes,152312
AIJ-100389,Machine Learning Engineer,Manufacturing,India,High School,20,0.91,0.92,Hybrid,81610
AIJ-100390,Digital Marketer,Healthcare,Japan,PhD,24,0.8,0.85,Yes,166229
AIJ-100391,Cybersecurity Analyst,Healthcare,USA,High School,9,0.1,0.68,No,143204
AIJ-100392,Teacher,Healthcare,Japan,Bachelor,18,0.58,0.29,Yes,33221
AIJ-100393,Financial Analyst,Retail,Japan,Bachelor,4,0.58,0.61,No,200840
AIJ-100394,Cybersecurity Analyst,Manufacturing,Germany,PhD,22,0.93,0.71,Hybrid,82759
AIJ-100395,Digital Marketer,Education,UAE,Bachelor,7,0.87,0.59,No,30969
AIJ-100396,HR Specialist,Manufacturing,USA,High School,6,0.15,0.43,Yes,80961
AIJ-100397,Healthcare Analyst,Education,India,PhD,7,0.66,0.5,No,59089
AIJ-100398,AI Engineer,Government,Japan,Bachelor,17,0.59,0.97,No,94107
AIJ-100399,Product Manager,Manufacturing,UAE,PhD,5,0.11,0.6,No,199101
AIJ-100400,DevOps Engineer,Energy,Japan,Bachelor,11,0.83,0.51,No,110215
AIJ-100401,UX Designer,Energy,USA,Bachelor,14,0.42,0.84,Yes,113105
AIJ-100402,Healthcare Analyst,Retail,India,Master,6,0.08,0.36,Hybrid,81549
AIJ-100403,Product Manager,Finance,Australia,Bachelor,7,0.73,0.21,Hybrid,201466
AIJ-100404,Blockchain Developer,Media,USA,Master,4,0.9,0.53,Hybrid,144997
AIJ-100405,Healthcare Analyst,Government,Japan,PhD,12,0.76,0.93,Yes,70289
AIJ-100406,IoT Specialist,Technology,UK,Bachelor,2,0.21,0.85,No,188168
AIJ-100407,Data Engineer,Energy,UAE,High School,12,0.4,0.98,Yes,63852
AIJ-100408,Prompt Engineer,Government,Germany,Master,18,0.06,0.31,No,46769
AIJ-100409,Prompt Engineer,Finance,Japan,High School,12,0.86,0.78,Hybrid,150016
AIJ-100410,DevOps Engineer,Transportation,UK,Master,6,0.12,0.28,Hybrid,115462
AIJ-100411,Blockchain Developer,Transportation,UAE,High School,2,0.69,0.31,Hybrid,205713
AIJ-100412,Cybersecurity Analyst,Technology,India,Bachelor,14,0.16,0.79,No,74159
AIJ-100413,Business Analyst,Education,Pakistan,Bachelor,6,0.1,0.2,Yes,128931
AIJ-100414,Business Analyst,Government,Germany,PhD,13,0.15,0.46,Yes,177339
AIJ-100415,Business Analyst,Energy,India,PhD,3,0.63,0.49,Hybrid,47650
AIJ-100416,Cybersecurity Analyst,Manufacturing,USA,PhD,12,0.34,0.87,Hybrid,156387
AIJ-100417,Software Developer,Manufacturing,UAE,Master,6,0.73,0.69,Yes,45708
AIJ-100418,Data Scientist,Education,Pakistan,Master,7,0.76,0.53,Yes,105616
AIJ-100419,Software Developer,Education,UK,High School,5,0.49,0.95,Hybrid,43659
AIJ-100420,Blockchain Developer,Education,India,PhD,2,0.6,0.44,No,181105
AIJ-100421,Data Engineer,Finance,Singapore,Bachelor,8,0.73,0.93,No,186023
AIJ-100422,DevOps Engineer,Energy,Pakistan,PhD,15,0.71,0.5,No,136051
AIJ-100423,IoT Specialist,Manufacturing,USA,PhD,13,0.87,0.77,Hybrid,163590
AIJ-100424,Machine Learning Engineer,Technology,Canada,High School,20,0.27,0.66,Hybrid,203697
AIJ-100425,Cloud Architect,Government,Pakistan,Bachelor,8,0.42,0.89,Hybrid,53297
AIJ-100426,Machine Learning Engineer,Manufacturing,UK,Bachelor,6,0.64,0.78,No,74730
AIJ-100427,Machine Learning Engineer,Healthcare,India,High School,12,0.61,0.69,Yes,196837
AIJ-100428,Cloud Architect,Education,Singapore,High School,12,0.65,0.82,Hybrid,40973
AIJ-100429,Healthcare Analyst,Healthcare,USA,PhD,22,0.39,0.25,No,123330
AIJ-100430,Data Scientist,Manufacturing,USA,Master,21,0.05,0.7,No,114458
AIJ-100431,Product Manager,Technology,UK,PhD,25,0.69,0.89,Yes,179918
AIJ-100432,DevOps Engineer,Technology,UK,Master,12,0.9,0.75,No,57648
AIJ-100433,Prompt Engineer,Energy,Singapore,PhD,25,0.88,0.25,Yes,119974
AIJ-100434,Robotics Engineer,Technology,Japan,Bachelor,12,0.91,0.66,No,30440
AIJ-100435,Software Developer,Technology,Japan,Master,9,0.66,0.32,Hybrid,104289
AIJ-100436,AI Engineer,Finance,UAE,PhD,9,0.81,0.94,Hybrid,89001
AIJ-100437,Software Developer,Manufacturing,Japan,High School,22,0.68,0.63,No,55511
AIJ-100438,Software Developer,Energy,Australia,Bachelor,1,0.7,0.65,Yes,207816
AIJ-100439,Prompt Engineer,Healthcare,UAE,PhD,8,0.32,0.67,Hybrid,75216
AIJ-100440,Prompt Engineer,Transportation,Australia,Master,18,0.72,0.83,Yes,77473
AIJ-100441,Teacher,Finance,USA,PhD,25,0.92,0.91,No,77360
AIJ-100442,Data Scientist,Education,India,High School,16,0.38,0.63,No,140900
AIJ-100443,Software Developer,Government,Singapore,Bachelor,18,0.22,0.44,No,86416
AIJ-100444,Data Engineer,Education,Canada,Master,20,0.66,0.94,Hybrid,67550
AIJ-100445,Data Engineer,Energy,Canada,Master,20,0.12,0.3,Yes,58833
AIJ-100446,IoT Specialist,Healthcare,Singapore,Master,22,0.52,0.89,Hybrid,184357
AIJ-100447,Software Developer,Finance,UK,PhD,18,0.16,0.21,Hybrid,164628
AIJ-100448,Digital Marketer,Retail,Canada,Master,13,0.31,0.95,No,166470
AIJ-100449,Software Developer,Transportation,UAE,High School,12,0.92,0.53,Yes,163348
AIJ-100450,Product Manager,Manufacturing,USA,PhD,15,0.21,0.49,No,64948
AIJ-100451,Product Manager,Technology,UAE,PhD,1,0.56,0.37,No,109906
AIJ-100452,Product Manager,Finance,Australia,High School,15,0.44,0.36,Yes,168699
AIJ-100453,Financial Analyst,Energy,USA,Master,22,0.64,0.55,Yes,66667
AIJ-100454,Software Developer,Manufacturing,Australia,PhD,4,0.49,0.59,Yes,208713
AIJ-100455,Cybersecurity Analyst,Energy,Germany,Bachelor,23,0.44,0.43,Hybrid,157383
AIJ-100456,Software Developer,Education,Canada,Bachelor,12,0.94,0.67,Yes,196324
AIJ-100457,Product Manager,Energy,USA,Master,3,0.25,0.54,No,46082
AIJ-100458,Cloud Architect,Energy,UK,Master,15,0.24,0.57,No,188996
AIJ-100459,Software Developer,Government,Canada,High School,18,0.24,0.5,Hybrid,57883
AIJ-100460,Data Engineer,Manufacturing,Pakistan,PhD,20,0.22,0.63,Hybrid,96198
AIJ-100461,IoT Specialist,Media,Singapore,High School,5,0.93,0.35,No,134200
AIJ-100462,Digital Marketer,Retail,India,High School,5,0.69,0.61,Yes,109537
AIJ-100463,Financial Analyst,Manufacturing,Canada,Master,23,0.05,0.47,Yes,188638
AIJ-100464,Cloud Architect,Energy,India,Bachelor,14,0.93,0.81,Yes,182898
AIJ-100465,Business Analyst,Government,UAE,Bachelor,20,0.46,0.84,No,76166
AIJ-100466,Teacher,Healthcare,Australia,PhD,0,0.17,0.79,Yes,33090
AIJ-100467,IoT Specialist,Government,UAE,Bachelor,9,0.82,0.27,No,66498
AIJ-100468,Data Scientist,Education,USA,Bachelor,13,0.51,0.86,No,67181
AIJ-100469,Financial Analyst,Healthcare,Japan,Master,3,0.25,0.96,No,103875
AIJ-100470,Cybersecurity Analyst,Technology,UK,Bachelor,10,0.87,0.72,Yes,99573
AIJ-100471,DevOps Engineer,Transportation,Australia,Master,4,0.74,0.48,Hybrid,159553
AIJ-100472,Financial Analyst,Media,UAE,Bachelor,3,0.38,0.36,Yes,34496
AIJ-100473,Financial Analyst,Technology,Canada,High School,15,0.39,0.22,Hybrid,141334
AIJ-100474,DevOps Engineer,Manufacturing,UAE,High School,9,0.52,0.95,Yes,153256
AIJ-100475,UX Designer,Healthcare,Singapore,PhD,4,0.33,0.38,Hybrid,71104
AIJ-100476,Cloud Architect,Healthcare,Canada,Master,19,0.38,0.54,No,100757
AIJ-100477,AI Engineer,Government,UAE,High School,1,0.29,0.97,No,178058
AIJ-100478,Data Scientist,Government,Australia,PhD,18,0.5,0.6,Yes,69370
AIJ-100479,Teacher,Energy,USA,PhD,7,0.76,0.47,Yes,124454
AIJ-100480,Machine Learning Engineer,Healthcare,India,Master,11,0.46,0.33,Yes,107491
AIJ-100481,Software Developer,Transportation,Pakistan,Master,11,0.82,0.52,Yes,192446
AIJ-100482,HR Specialist,Energy,Canada,Bachelor,12,0.82,0.43,No,71472
AIJ-100483,Teacher,Transportation,Germany,PhD,3,0.41,0.25,No,119764
AIJ-100484,DevOps Engineer,Retail,India,Bachelor,2,0.24,0.22,Yes,209220
AIJ-100485,Machine Learning Engineer,Education,Pakistan,PhD,15,0.86,0.54,No,107831
AIJ-100486,Data Scientist,Finance,UAE,Bachelor,15,0.94,0.94,No,112972
AIJ-100487,Prompt Engineer,Education,Pakistan,Bachelor,6,0.68,0.81,Hybrid,187533
AIJ-100488,Cloud Architect,Finance,UAE,PhD,11,0.43,0.97,Yes,118034
AIJ-100489,Cloud Architect,Transportation,Japan,High School,20,0.63,0.69,No,137814
AIJ-100490,Prompt Engineer,Technology,Pakistan,Bachelor,16,0.87,0.53,No,199046
AIJ-100491,Teacher,Manufacturing,Pakistan,Bachelor,18,0.76,0.86,No,166043
AIJ-100492,Software Developer,Media,Canada,PhD,24,0.19,0.38,Hybrid,216128
AIJ-100493,Financial Analyst,Finance,Germany,Bachelor,9,0.72,0.3,Yes,148936
AIJ-100494,Robotics Engineer,Retail,UK,High School,2,0.88,0.3,No,67181
AIJ-100495,Machine Learning Engineer,Finance,India,High School,5,0.85,0.7,Hybrid,148195
AIJ-100496,Data Engineer,Technology,Singapore,Bachelor,6,0.88,0.35,No,37747
AIJ-100497,Prompt Engineer,Education,India,Bachelor,6,0.72,0.59,Hybrid,164389
AIJ-100498,Prompt Engineer,Energy,Germany,Master,11,0.78,0.69,Hybrid,189198
AIJ-100499,Digital Marketer,Healthcare,Germany,Master,11,0.34,0.82,Yes,123780
AIJ-100500,UX Designer,Government,Canada,PhD,21,0.24,0.37,No,177051
AIJ-100501,Robotics Engineer,Technology,Japan,High School,14,0.58,0.39,No,35575
AIJ-100502,Prompt Engineer,Healthcare,Singapore,Master,15,0.7,0.42,Hybrid,120655
AIJ-100503,DevOps Engineer,Education,UK,High School,6,0.79,0.31,Hybrid,114635
AIJ-100504,UX Designer,Finance,UK,PhD,3,0.29,0.74,Yes,129498
AIJ-100505,Cybersecurity Analyst,Manufacturing,Singapore,Bachelor,21,0.25,0.41,Hybrid,107656
AIJ-100506,Product Manager,Media,Pakistan,Master,22,0.14,0.36,No,184802
AIJ-100507,Cloud Architect,Finance,UAE,High School,23,0.43,0.74,Yes,181320
AIJ-100508,Product Manager,Manufacturing,USA,PhD,8,0.24,0.51,No,142944
AIJ-100509,Digital Marketer,Healthcare,Germany,High School,1,0.44,0.74,Yes,199435
AIJ-100510,Financial Analyst,Retail,Japan,Master,23,0.29,0.36,Yes,83366
AIJ-100511,Data Scientist,Transportation,Australia,Master,0,0.22,0.91,Yes,67180
AIJ-100512,Digital Marketer,Media,Singapore,Bachelor,24,0.07,0.74,Yes,106194
AIJ-100513,Teacher,Transportation,Canada,Master,21,0.32,0.46,Hybrid,165746
AIJ-100514,Cloud Architect,Retail,Singapore,PhD,16,0.13,0.93,Yes,129032
AIJ-100515,IoT Specialist,Finance,UAE,Bachelor,16,0.76,0.43,No,32184
AIJ-100516,Financial Analyst,Technology,USA,Master,4,0.1,0.44,No,142806
AIJ-100517,Digital Marketer,Energy,Australia,PhD,3,0.31,0.23,No,122964
AIJ-100518,HR Specialist,Transportation,Singapore,Bachelor,12,0.23,0.44,No,107944
AIJ-100519,Teacher,Retail,Germany,Master,4,0.91,0.53,Hybrid,66853
AIJ-100520,Cloud Architect,Manufacturing,Japan,High School,9,0.81,0.27,Hybrid,100824
AIJ-100521,Robotics Engineer,Retail,USA,PhD,19,0.86,0.71,Hybrid,70573
AIJ-100522,Robotics Engineer,Energy,UAE,Bachelor,7,0.51,0.51,Hybrid,61932
AIJ-100523,Business Analyst,Transportation,UAE,Master,9,0.2,0.79,Hybrid,173309
AIJ-100524,Robotics Engineer,Technology,Japan,PhD,1,0.16,0.51,No,182184
AIJ-100525,HR Specialist,Manufacturing,UAE,Bachelor,8,0.11,0.72,Hybrid,122239
AIJ-100526,Machine Learning Engineer,Education,Canada,High School,15,0.8,0.25,Hybrid,37738
AIJ-100527,Financial Analyst,Government,USA,Bachelor,10,0.08,0.79,Yes,145744
AIJ-100528,Cybersecurity Analyst,Government,USA,High School,6,0.78,0.84,Yes,80409
AIJ-100529,Cybersecurity Analyst,Transportation,Australia,PhD,2,0.61,0.64,Hybrid,66142
AIJ-100530,Machine Learning Engineer,Retail,Canada,Bachelor,16,0.28,0.76,Hybrid,47813
AIJ-100531,Software Developer,Education,Singapore,Master,24,0.28,0.46,Hybrid,45569
AIJ-100532,Financial Analyst,Energy,UAE,Master,25,0.14,0.59,Yes,89046
AIJ-100533,DevOps Engineer,Energy,Singapore,Bachelor,3,0.4,0.5,No,62830
AIJ-100534,HR Specialist,Technology,USA,Bachelor,1,0.72,0.9,Yes,170566
AIJ-100535,Business Analyst,Transportation,Pakistan,Bachelor,14,0.64,0.26,Hybrid,172513
AIJ-100536,IoT Specialist,Retail,Canada,Bachelor,4,0.86,0.76,Hybrid,193019
AIJ-100537,Cybersecurity Analyst,Technology,India,PhD,15,0.29,0.66,Yes,108751
AIJ-100538,UX Designer,Government,Germany,High School,10,0.89,0.92,Hybrid,118137
AIJ-100539,Blockchain Developer,Education,UK,High School,8,0.74,0.41,Hybrid,129953
AIJ-100540,Machine Learning Engineer,Transportation,UAE,High School,14,0.56,0.45,Yes,99341
AIJ-100541,UX Designer,Transportation,UK,Bachelor,20,0.45,0.4,Yes,102389
AIJ-100542,Data Engineer,Technology,Japan,Bachelor,11,0.93,0.21,Yes,122624
AIJ-100543,Financial Analyst,Transportation,India,High School,5,0.6,0.48,No,136990
AIJ-100544,Cybersecurity Analyst,Healthcare,Germany,PhD,17,0.19,0.8,Hybrid,200187
AIJ-100545,Cloud Architect,Education,UAE,PhD,11,0.93,0.38,Yes,112527
AIJ-100546,Robotics Engineer,Manufacturing,Pakistan,High School,2,0.58,0.31,No,98230
AIJ-100547,Cloud Architect,Finance,USA,PhD,0,0.29,0.64,Hybrid,153171
AIJ-100548,Teacher,Healthcare,USA,High School,23,0.79,0.47,No,189582
AIJ-100549,Blockchain Developer,Energy,Pakistan,PhD,5,0.86,0.67,Hybrid,126960
AIJ-100550,DevOps Engineer,Media,India,Master,3,0.91,0.23,No,85228
AIJ-100551,Data Scientist,Government,USA,Bachelor,0,0.24,0.86,No,74263
AIJ-100552,UX Designer,Healthcare,Pakistan,High School,23,0.49,0.27,Yes,65866
AIJ-100553,Healthcare Analyst,Education,Singapore,High School,20,0.14,0.76,Hybrid,166654
AIJ-100554,Product Manager,Education,USA,PhD,2,0.17,0.7,No,53255
AIJ-100555,IoT Specialist,Transportation,Australia,Master,17,0.32,0.38,No,106576
AIJ-100556,IoT Specialist,Transportation,Japan,PhD,21,0.36,0.51,Yes,63569
AIJ-100557,UX Designer,Transportation,Germany,Master,20,0.43,0.41,Yes,44321
AIJ-100558,Data Engineer,Healthcare,USA,Bachelor,11,0.13,0.76,Hybrid,122458
AIJ-100559,Product Manager,Healthcare,Singapore,PhD,25,0.27,0.21,No,35250
AIJ-100560,Cybersecurity Analyst,Healthcare,Singapore,PhD,0,0.79,0.89,Yes,52260
AIJ-100561,HR Specialist,Transportation,Australia,Master,13,0.46,0.28,Yes,201979
AIJ-100562,IoT Specialist,Government,Canada,Master,10,0.41,0.38,Yes,126946
AIJ-100563,Healthcare Analyst,Finance,USA,Master,22,0.74,0.4,Hybrid,111646
AIJ-100564,Cloud Architect,Energy,Canada,PhD,4,0.55,0.78,Yes,51347
AIJ-100565,DevOps Engineer,Retail,India,Master,19,0.43,0.21,No,60823
AIJ-100566,Software Developer,Finance,Singapore,PhD,0,0.89,0.93,No,218777
AIJ-100567,Cybersecurity Analyst,Manufacturing,Singapore,Bachelor,11,0.1,0.57,Hybrid,71013
AIJ-100568,UX Designer,Government,Canada,Bachelor,25,0.14,0.37,Hybrid,76746
AIJ-100569,Software Developer,Finance,UAE,High School,10,0.13,0.83,Yes,68401
AIJ-100570,Product Manager,Manufacturing,Singapore,High School,19,0.4,0.57,Yes,111726
AIJ-100571,Financial Analyst,Energy,Germany,Bachelor,12,0.83,0.88,No,205646
AIJ-100572,IoT Specialist,Energy,USA,Master,8,0.6,0.23,Hybrid,102076
AIJ-100573,Machine Learning Engineer,Finance,Canada,PhD,3,0.6,0.76,Yes,214979
AIJ-100574,Product Manager,Technology,Australia,PhD,21,0.87,0.66,Hybrid,126011
AIJ-100575,Robotics Engineer,Retail,Singapore,Master,3,0.72,0.86,No,30845
AIJ-100576,Data Scientist,Education,Pakistan,PhD,2,0.61,0.22,Hybrid,74390
AIJ-100577,Healthcare Analyst,Energy,Germany,Bachelor,8,0.31,0.42,Yes,178121
AIJ-100578,Business Analyst,Energy,Pakistan,Master,6,0.58,0.32,No,179084
AIJ-100579,Prompt Engineer,Government,USA,Master,22,0.47,0.46,Yes,177788
AIJ-100580,Teacher,Transportation,Japan,PhD,23,0.54,0.79,No,145083
AIJ-100581,HR Specialist,Technology,UK,Bachelor,9,0.75,0.95,Hybrid,135054
AIJ-100582,Software Developer,Education,UK,Master,9,0.46,0.33,Yes,30221
AIJ-100583,Business Analyst,Transportation,Australia,PhD,22,0.47,0.74,Yes,213180
AIJ-100584,Machine Learning Engineer,Education,Pakistan,Master,10,0.92,0.22,Hybrid,189520
AIJ-100585,Robotics Engineer,Retail,Australia,PhD,1,0.4,0.34,No,69517
AIJ-100586,Blockchain Developer,Technology,UAE,PhD,13,0.17,0.6,Yes,209909
AIJ-100587,Cybersecurity Analyst,Finance,USA,Master,22,0.93,0.62,Hybrid,130524
